Module ID,Module Name,Field Key,Context,Portuguese (Source),EN,ES,FR,RU,AR,ZH,EL,HI
psoriase,"Psoríase",sus.periodicidade,"SUS screening frequency","Avaliação inicial e monitoramento a cada 3-6 meses conforme resposta ao tratamento .","","","","","","","",""
psoriase,"Psoríase",sociedadesMedicas.indicacao,"Medical societies screening indication","A Sociedade Brasileira de Dermatologia recomenda diagnóstico baseado em critérios clínicos e tratamento escalonado por gravidade . Posição portuguesa endossa biossimilares para psoríase moderada a grave .","","","","","","","",""
psoriase,"Psoríase",epidemiologia.prevalencia,"Prevalence data","Global: 1-3% em adultos . Brasil: 1-2% .","","","","","","","",""
psoriase,"Psoríase",epidemiologia.incidencia,"Incidence data","Incidência anual de 0,1-0,2% em populações caucasianas; menor em populações latinas .","","","","","","","",""
psoriase,"Psoríase",epidemiologia.mortalidade,"Mortality data","Baixa diretamente, mas aumenta risco de comorbidades cardiovasculares (RR 1,5-2,0) .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",titulo,"Module title","Rinite Alérgica","","","","","","","",""
rinite-alergica,"Rinite Alérgica",descricao,"Module description","A rinite alérgica é uma doença inflamatória mediada por IgE da mucosa nasal, caracterizada por sintomas como espirros, rinorreia, obstrução nasal e coceira . A condição afeta a qualidade de vida e pode estar associada à asma . No contexto brasileiro, representa um desafio significativo no sistema de saúde pública .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",sus.indicacao,"SUS screening indication","Diagnóstico e manejo recomendado para pacientes com sintomas nasais persistentes ou intermitentes, especialmente em populações com história familiar de atopia ou exposição a alérgenos .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",sus.populacaoAlvo,"SUS target population","Indivíduos de todas as idades com sintomas sugestivos de rinite, priorizando crianças e adultos em áreas urbanas com alta exposição ambiental .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",sus.periodicidade,"SUS screening frequency","Avaliação inicial e seguimento anual ou conforme necessidade clínica para controle sintomático .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",sociedadesMedicas.indicacao,"Medical societies screening indication","A ARIA (Allergic Rhinitis and its Impact on Asthma) 2019 recomenda avaliação para pacientes com sintomas alérgicos nasais, integrando classificação em intermitente/persistente e leve/moderada-grave .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",epidemiologia.prevalencia,"Prevalence data","A prevalência global de rinite alérgica é estimada em 10-40% em adultos e até 40% em crianças . No Brasil, atinge cerca de 20-30% da população, com maior impacto em regiões urbanas .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",epidemiologia.incidencia,"Incidence data","A incidência anual varia de 5-10% em populações atópicas . No Brasil, observa-se aumento de 2-5% ao ano em áreas metropolitanas .","","","","","","","",""
rinite-alergica,"Rinite Alérgica",epidemiologia.mortalidade,"Mortality data","A mortalidade direta é baixa, inferior a 0,1%, mas contribui indiretamente para morbimortalidade por complicações respiratórias .","","","","","","","",""
sinusite,"Sinusite Aguda",titulo,"Module title","Sinusite Aguda","","","","","","","",""
sinusite,"Sinusite Aguda",descricao,"Module description","A sinusite aguda é uma inflamação das mucosas dos seios paranasais, frequentemente associada a infecções virais ou bacterianas . O tratamento antibiótico sistêmico é utilizado em prática rotineira para casos exacerbados em adultos e crianças . Em crianças, a terapia oral é recomendada para sinusite aguda sintomática . Nos adultos, o manejo inclui antibióticos orais em infecções confirmadas .","","","","","","","",""
sinusite,"Sinusite Aguda",sus.indicacao,"SUS screening indication","No SUS, o tratamento com antibióticos é indicado para sinusite aguda bacteriana suspeita em adultos e crianças com sintomas persistentes >10 dias ou agravamento .","","","","","","","",""
sinusite,"Sinusite Aguda",sus.populacaoAlvo,"SUS target population","Crianças e adultos com sintomas de sinusite aguda, priorizando casos com risco de complicações .","","","","","","","",""
sinusite,"Sinusite Aguda",sus.periodicidade,"SUS screening frequency","Tratamento agudo, sem rastreamento periódico; reavaliação em 48-72 horas se sem melhora .","","","","","","","",""
sinusite,"Sinusite Aguda",sociedadesMedicas.indicacao,"Medical societies screening indication","Sociedades recomendam antibióticos para sinusite aguda em adultos e crianças apenas se sintomas >10 dias, febre alta ou piora após melhora inicial .","","","","","","","",""
sinusite,"Sinusite Aguda",epidemiologia.prevalencia,"Prevalence data","A prevalência de sinusite aguda é estimada em 10-15% da população anual, com maior incidência em crianças . No Brasil, afeta cerca de 11% das consultas respiratórias .","","","","","","","",""
sinusite,"Sinusite Aguda",epidemiologia.incidencia,"Incidence data","Incidência global de 0,5-2% por ano, com picos sazonais .","","","","","","","",""
sinusite,"Sinusite Aguda",epidemiologia.mortalidade,"Mortality data","Baixa mortalidade (<0,1%), principalmente em complicações raras como meningite .","","","","","","","",""
toc,"Transição de Cuidados",titulo,"Module title","Transição de Cuidados","","","","","","","",""
toc,"Transição de Cuidados",descricao,"Module description","A transição de cuidados (ToC) refere-se ao processo coordenado de passagem de pacientes com condições crônicas ou pós-AVC do ambiente hospitalar para o domicílio e comunidade, visando melhorar a participação e qualidade de vida . Em países em desenvolvimento, como o Brasil, a ToC para jovens com necessidades especiais de saúde é essencial devido à melhora na sobrevivência de doenças crônicas na infância . Recomendações incluem melhoria na comunicação, uso de coordenadores de transição e educação de pacientes/cuidadores .","","","","","","","",""
toc,"Transição de Cuidados",sus.indicacao,"SUS screening indication","Transição de cuidados recomendada para jovens com doenças crônicas de início na infância e pacientes pós-AVC para integração ao sistema de saúde adulta .","","","","","","","",""
toc,"Transição de Cuidados",sus.populacaoAlvo,"SUS target population","Jovens com necessidades especiais de saúde e sobreviventes de AVC .","","","","","","","",""
toc,"Transição de Cuidados",sus.periodicidade,"SUS screening frequency","Planejamento contínuo durante a internação e follow-up pós-alta .","","","","","","","",""
toc,"Transição de Cuidados",sociedadesMedicas.indicacao,"Medical societies screening indication","American Congress of Rehabilitation Medicine recomenda ToC pós-AVC com foco em participação comunitária . Indian Academy of Pediatrics enfatiza ToC organizada para juventude com condições crônicas .","","","","","","","",""
toc,"Transição de Cuidados",epidemiologia.prevalencia,"Prevalence data","Grande proporção de crianças com doenças crônicas sobrevivem até a idade adulta, necessitando de ToC .","","","","","","","",""
toc,"Transição de Cuidados",epidemiologia.incidencia,"Incidence data","Incidência de necessidade de ToC aumenta com melhora na sobrevivência de condições crônicas pediátricas .","","","","","","","",""
toc,"Transição de Cuidados",epidemiologia.mortalidade,"Mortality data","Transições inadequadas contribuem para rehospitalizações e maior mortalidade em pacientes pós-AVC .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",titulo,"Module title","Rastreamento do Transtorno Bipolar","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",descricao,"Module description","O transtorno bipolar é uma condição psiquiátrica caracterizada por episódios alternados de mania/hipomania e depressão, afetando o humor, energia e funcionamento diário . A prevalência global é estimada em 1,0% , enquanto no Brasil atinge cerca de 0,9% da população adulta . O rastreamento precoce é essencial para reduzir riscos de suicídio e morbidade .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",sus.indicacao,"SUS screening indication","Rastreamento recomendado em atenção primária para adultos com sintomas afetivos persistentes, histórico familiar ou comorbidades psiquiátricas .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",sus.populacaoAlvo,"SUS target population","Adultos ≥18 anos com queixas de humor instável, irritabilidade ou alterações de energia; priorizar grupos com fatores de risco como abuso de substâncias .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",sus.periodicidade,"SUS screening frequency","Avaliação inicial anual em contextos de risco; reavaliação conforme sintomas .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",sociedadesMedicas.indicacao,"Medical societies screening indication","A American Psychiatric Association (APA, 2022) e a Canadian Network for Mood and Anxiety Treatments (CANMAT, 2018) recomendam rastreamento para indivíduos com episódios depressivos recorrentes ou suspeita de mania .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",epidemiologia.prevalencia,"Prevalence data","A prevalência global de transtorno bipolar é de 1,0% (cerca de 40 milhões de adultos) . No Brasil, estima-se em 0,9% entre adultos, com maior impacto em áreas urbanas .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",epidemiologia.incidencia,"Incidence data","A incidência global varia de 0,2 a 0,4 casos por 1.000 pessoas-ano . No Brasil, dados indicam cerca de 0,3 por 1.000 habitantes anualmente .","","","","","","","",""
transtorno-bipolar,"Rastreamento do Transtorno Bipolar",epidemiologia.mortalidade,"Mortality data","O transtorno bipolar eleva o risco de mortalidade em 2-3 vezes, principalmente por suicídio (15-20% dos casos) . No Brasil, contribui para 5-10% das mortes por causas psiquiátricas .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",titulo,"Module title","Rastreamento do Transtorno de Pânico","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",descricao,"Module description","O transtorno de pânico é um distúrbio de ansiedade caracterizado por ataques de pânico recorrentes e inesperados, frequentemente acompanhados de preocupação persistente sobre ocorrências adicionais . A prevalência ao longo da vida é estimada em 4,7% globalmente . No Brasil, a prevalência é de aproximadamente 5,8% na população adulta . O rastreamento precoce é essencial para melhorar os desfechos e reduzir o impacto na qualidade de vida .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",sus.indicacao,"SUS screening indication","Rastreamento recomendado em atenção primária para adultos com sintomas de ansiedade ou histórico familiar . Indicado para indivíduos com queixas somáticas inexplicadas .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",sus.populacaoAlvo,"SUS target population","Adultos ≥18 anos com fatores de risco como estresse crônico ou comorbidades psiquiátricas .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",sus.periodicidade,"SUS screening frequency","Avaliação anual em consultas de rotina para populações de risco . Reavaliação imediata em crises agudas .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",sociedadesMedicas.indicacao,"Medical societies screening indication","A Associação Brasileira de Psiquiatria (ABP, 2022) e a American Psychiatric Association (APA, 2013) recomendam rastreamento em adultos com episódios de ansiedade intensa .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",epidemiologia.prevalencia,"Prevalence data","A prevalência global de 12 meses é de 2,7% . No Brasil, a prevalência é de 5,8% em adultos .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",epidemiologia.incidencia,"Incidence data","A incidência anual global é de cerca de 1-2% em populações adultas . No Brasil, estima-se em 1,5% .","","","","","","","",""
transtorno-panico,"Rastreamento do Transtorno de Pânico",epidemiologia.mortalidade,"Mortality data","Baixa mortalidade direta, mas associada a risco aumentado de suicídio (OR 2,5) . No Brasil, contribui para 3% das mortes por causas psiquiátricas .","","","","","","","",""
